                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    456,                0.56683,                 0.4039,                0.97044,                0.95643,                0.86667,                0.89981,                0.48284,                 1.9931,                 1.6745,                 1.8589,             0.00020216,             0.00020216,             0.00020216
                    457,                 0.5717,                0.40885,                0.95973,                0.95925,                0.86667,                0.89939,                0.48126,                 2.0194,                 1.5474,                 1.8793,              0.0001982,              0.0001982,              0.0001982
                    458,                0.57086,                0.39374,                0.95686,                0.96149,                0.86667,                0.89868,                0.47479,                 2.0149,                 1.5396,                 1.8887,             0.00019424,             0.00019424,             0.00019424
                    459,                  0.584,                0.41563,                0.96496,                0.98108,                0.86408,                0.91053,                0.46942,                 1.9629,                 1.6719,                 1.8035,             0.00019028,             0.00019028,             0.00019028
                    460,                0.56746,                0.39843,                0.95635,                 0.9635,                0.88001,                0.91948,                0.47469,                 1.9457,                 1.5427,                 1.7795,             0.00018632,             0.00018632,             0.00018632
                    461,                0.54913,                0.39535,                0.94036,                0.94522,                0.86283,                  0.909,                0.46747,                 1.9824,                 1.3598,                 1.8262,             0.00018236,             0.00018236,             0.00018236
                    462,                0.56191,                0.40247,                 0.9586,                0.94532,                0.86452,                0.91024,                0.47857,                 1.9851,                 1.4446,                 1.8238,              0.0001784,              0.0001784,              0.0001784
                    463,                0.56732,                0.40182,                0.95864,                0.94539,                0.86566,                0.91226,                0.47738,                 1.9789,                 1.5133,                 1.7826,             0.00017444,             0.00017444,             0.00017444
                    464,                0.55553,                0.40786,                0.95707,                0.95917,                   0.85,                0.91036,                0.46816,                 1.9915,                 1.3999,                 1.8055,             0.00017048,             0.00017048,             0.00017048
                    465,                0.55385,                0.39972,                0.95126,                0.96212,                 0.8466,                0.90636,                0.47008,                  1.931,                 1.2616,                 1.8153,             0.00016652,             0.00016652,             0.00016652
                    466,                0.54607,                0.39342,                0.94465,                0.95977,                   0.85,                0.90422,                0.46624,                 1.9017,                 1.0856,                 1.8302,             0.00016256,             0.00016256,             0.00016256
                    467,                 0.5621,                0.39006,                0.95067,                0.93904,                   0.85,                 0.9056,                0.47475,                 1.9053,                 1.2017,                 1.8399,              0.0001586,              0.0001586,              0.0001586
                    468,                0.54569,                0.40216,                0.95011,                0.95731,                   0.85,                0.90503,                0.47985,                 1.8969,                 1.3143,                 1.7956,             0.00015464,             0.00015464,             0.00015464
                    469,                0.54635,                0.39263,                0.94792,                0.97503,                   0.85,                0.90275,                0.48285,                 1.9221,                 1.2689,                 1.8039,             0.00015068,             0.00015068,             0.00015068
                    470,                0.55944,                0.39663,                0.94394,                 0.9771,                   0.85,                0.90141,                0.46915,                 1.9363,                 1.3235,                 1.8422,             0.00014672,             0.00014672,             0.00014672
                    471,                0.53979,                0.39518,                0.94529,                0.95878,                   0.85,                0.89069,                0.47019,                 1.9364,                 1.6042,                 1.7872,             0.00014276,             0.00014276,             0.00014276
                    472,                0.54742,                0.38904,                0.94188,                0.97796,                   0.85,                 0.8935,                0.47138,                 1.9425,                 1.6286,                 1.7926,              0.0001388,              0.0001388,              0.0001388
                    473,                0.55174,                0.39522,                0.93456,                0.98103,                0.86203,                0.89558,                0.46988,                 1.9581,                 1.5004,                 1.8288,             0.00013484,             0.00013484,             0.00013484
                    474,                 0.5509,                0.39818,                0.94486,                0.95682,                0.86667,                0.90186,                0.45712,                 1.9723,                 1.4488,                 1.8664,             0.00013088,             0.00013088,             0.00013088
                    475,                0.55986,                0.39136,                0.95834,                0.98107,                  0.864,                0.89767,                0.46677,                 1.9419,                 1.5596,                 1.7978,             0.00012692,             0.00012692,             0.00012692
                    476,                0.54172,                0.38342,                0.94855,                0.98108,                 0.8645,                0.89657,                0.46827,                 1.9567,                 1.6374,                 1.7717,             0.00012296,             0.00012296,             0.00012296
                    477,                0.54518,                0.40721,                0.94998,                0.97415,                0.86667,                0.90087,                0.47085,                 2.0215,                 1.4822,                 1.8421,               0.000119,               0.000119,               0.000119
                    478,                0.54351,                0.38095,                 0.9392,                0.98066,                0.84534,                0.90036,                0.46983,                 2.0405,                 1.3372,                 1.8996,             0.00011504,             0.00011504,             0.00011504
                    479,                0.55128,                0.38166,                0.94741,                0.95685,                0.86667,                0.90303,                0.47224,                 2.0561,                 1.3811,                 1.9043,             0.00011108,             0.00011108,             0.00011108
                    480,                0.56242,                0.39531,                 0.9469,                 0.9811,                0.86499,                0.90279,                0.47876,                 2.0042,                 1.5059,                 1.8269,             0.00010712,             0.00010712,             0.00010712
                    481,                0.54422,                0.38902,                0.95369,                0.97785,                   0.85,                0.90196,                0.47825,                  1.969,                 1.5537,                 1.7849,             0.00010316,             0.00010316,             0.00010316
                    482,                0.53305,                0.38248,                0.94073,                0.98107,                0.86376,                0.90338,                0.47288,                   1.98,                  1.495,                 1.7987,               9.92e-05,               9.92e-05,               9.92e-05
                    483,                0.54373,                0.39149,                0.94335,                0.98103,                0.86179,                0.90372,                0.48105,                 1.9929,                  1.514,                 1.8161,              9.524e-05,              9.524e-05,              9.524e-05
                    484,                0.51417,                0.36773,                0.93399,                 0.9615,                0.86667,                0.90362,                0.48536,                 1.9691,                 1.5888,                  1.785,              9.128e-05,              9.128e-05,              9.128e-05
                    485,                0.52259,                0.36503,                 0.9341,                0.95829,                0.86667,                0.90654,                0.48266,                 1.9806,                 1.5675,                 1.7965,              8.732e-05,              8.732e-05,              8.732e-05
                    486,                0.54002,                 0.3853,                0.94553,                0.98102,                0.86164,                0.90935,                0.48251,                 1.9746,                 1.4901,                 1.8027,              8.336e-05,              8.336e-05,              8.336e-05
                    487,                0.54293,                  0.387,                 0.9448,                0.97752,                   0.85,                0.90843,                0.48118,                 1.9646,                 1.5533,                 1.7823,               7.94e-05,               7.94e-05,               7.94e-05
                    488,                0.54197,                0.38589,                0.93932,                0.97657,                   0.85,                0.90773,                0.48946,                 1.9585,                 1.5548,                 1.7795,              7.544e-05,              7.544e-05,              7.544e-05
                    489,                0.53462,                0.39209,                0.93321,                0.97499,                   0.85,                0.90178,                 0.4866,                 1.9574,                 1.5512,                 1.7867,              7.148e-05,              7.148e-05,              7.148e-05
                    490,                0.51405,                0.36115,                0.92906,                0.97652,                   0.85,                0.90196,                0.49074,                 1.9546,                 1.5382,                  1.799,              6.752e-05,              6.752e-05,              6.752e-05
                    491,                0.45544,                0.28524,                0.86384,                0.97743,                   0.85,                0.90661,                0.49057,                 2.0017,                 1.4522,                 1.7873,              6.356e-05,              6.356e-05,              6.356e-05
                    492,                0.45264,                0.29456,                0.87619,                0.97219,                   0.85,                0.91245,                  0.494,                 1.9929,                 1.4387,                 1.7704,               5.96e-05,               5.96e-05,               5.96e-05
                    493,                0.42405,                0.26865,                0.85536,                0.98065,                   0.85,                0.91498,                0.50057,                 1.9931,                  1.375,                 1.7742,              5.564e-05,              5.564e-05,              5.564e-05
                    494,                 0.4361,                0.27035,                0.86668,                0.98067,                0.84577,                0.91552,                 0.4974,                 1.9892,                 1.3727,                 1.7718,              5.168e-05,              5.168e-05,              5.168e-05
                    495,                0.43137,                0.27572,                0.86242,                0.98063,                0.84385,                0.91663,                0.50271,                 1.9817,                 1.3671,                 1.7697,              4.772e-05,              4.772e-05,              4.772e-05
                    496,                 0.4251,                0.27598,                0.85263,                0.98065,                0.84486,                0.91586,                0.49942,                 1.9833,                 1.3804,                 1.7702,              4.376e-05,              4.376e-05,              4.376e-05
                    497,                0.42494,                0.27671,                0.85716,                0.98071,                0.84719,                 0.9158,                 0.5012,                 1.9914,                 1.3892,                 1.7781,               3.98e-05,               3.98e-05,               3.98e-05
                    498,                0.43319,                0.27436,                0.85381,                0.96251,                0.85598,                0.91576,                0.50217,                 1.9872,                 1.4366,                 1.7754,              3.584e-05,              3.584e-05,              3.584e-05
                    499,                0.40331,                0.26876,                0.85335,                0.98099,                0.86022,                0.91546,                 0.5048,                 1.9849,                 1.4778,                 1.7766,              3.188e-05,              3.188e-05,              3.188e-05
                    500,                0.41623,                0.26694,                0.85325,                0.98111,                0.86572,                0.91453,                0.50819,                 1.9909,                  1.489,                 1.7834,              2.792e-05,              2.792e-05,              2.792e-05
